go_id,pathway_name,pathway_name
GO:2000661,positive regulation of interleukin-1-mediated signaling pathway,immune
GO:1902631,negative regulation of membrane hyperpolarization,transport
GO:0034058,endosomal vesicle fusion,cytosis-osome-vesicle
GO:1903774,positive regulation of viral budding via host ESCRT complex,immune
GO:0000916,actomyosin contractile ring contraction,muscle
GO:0072319,vesicle uncoating,cytosis-osome-vesicle
GO:1904896,ESCRT complex disassembly,metabolic-biosynthesis
GO:0019853,L-ascorbic acid biosynthetic process,metabolic-biosynthesis
GO:0042840,D-glucuronate catabolic process,catabolic
GO:0048388,endosomal lumen acidification,metabolic-biosynthesis
GO:1904424,regulation of GTP binding,brain
GO:0001787,natural killer cell proliferation,lymphoid
GO:0001866,NK T cell proliferation,lymphoid
GO:0002517,T cell tolerance induction,lymphoid
GO:0070105,positive regulation of interleukin-6-mediated signaling pathway,immune
GO:0034773,histone H4-K20 trimethylation,histone-chromatin
GO:1905537,positive regulation of eukaryotic translation initiation factor 4F complex assembly,translation
GO:1905612,positive regulation of mRNA cap binding,rna-processing
GO:1905618,positive regulation of miRNA mediated inhibition of translation,translation
GO:1905696,regulation of polysome binding,growth-regulation
GO:0046464,acylglycerol catabolic process,catabolic
GO:2000978,negative regulation of forebrain neuron differentiation,neuron
GO:0006543,glutamine catabolic process,catabolic
GO:0010735,positive regulation of transcription via serum response element binding,transcription
GO:0051971,positive regulation of transmission of nerve impulse,nerve
GO:0033512,L-lysine catabolic process to acetyl-CoA via saccharopine,catabolic
GO:0019477,L-lysine catabolic process,catabolic
GO:0002522,leukocyte migration involved in immune response,lymphoid
GO:0002758,innate immune response-activating signal transduction,immune
GO:0043299,leukocyte degranulation,lymphoid
GO:0032979,protein insertion into mitochondrial inner membrane from matrix,mitochondrion
GO:0051204,protein insertion into mitochondrial membrane,mitochondrion
GO:2000266,"regulation of blood coagulation, intrinsic pathway",blood-vessel
GO:0000117,regulation of transcription involved in G2/M transition of mitotic cell cycle,cell-division
GO:0071044,histone mRNA catabolic process,rna-processing
GO:1905795,cellular response to puromycin,cellular-response
GO:0046226,coumarin catabolic process,catabolic
GO:0003340,negative regulation of mesenchymal to epithelial transition involved in metanephros morphogenesis,kidney-ureter
GO:0046725,negative regulation by virus of viral protein levels in host cell,immune
GO:0072136,metanephric mesenchymal cell proliferation involved in metanephros development,kidney-ureter
GO:0072308,negative regulation of metanephric nephron tubule epithelial cell differentiation,kidney-ureter
GO:1903385,regulation of homophilic cell adhesion,cell-adhesion
GO:0006391,transcription initiation from mitochondrial promoter,transcription
GO:0009152,purine ribonucleotide biosynthetic process,metabolic-biosynthesis
GO:0009156,ribonucleoside monophosphate biosynthetic process,metabolic-biosynthesis
GO:0090312,positive regulation of protein deacetylation,protein-processing
GO:0001704,formation of primary germ layer,blastocyst
GO:0106089,negative regulation of cell adhesion involved in sprouting angiogenesis,cell-adhesion
GO:2000582,"positive regulation of ATP-dependent microtubule motor activity, plus-end-directed",cytoskeleton
GO:0061000,negative regulation of dendritic spine development,spine
GO:1905768,negative regulation of double-stranded telomeric DNA binding,telomere
GO:0045185,maintenance of protein location,protein-processing
GO:0051124,synaptic growth at neuromuscular junction,muscle
GO:0051705,multi-organism behavior,behavior
GO:0097107,postsynaptic density assembly,synapse
GO:0050894,determination of affect,metabolic-biosynthesis
GO:0032878,regulation of establishment or maintenance of cell polarity,polarity-axis
GO:0010260,animal organ senescence,aging
GO:0035989,tendon development,tendon
GO:0098868,bone growth,osteo-bone
GO:1900047,negative regulation of hemostasis,growth-regulation
GO:0002685,regulation of leukocyte migration,lymphoid
GO:0032652,regulation of interleukin-1 production,immune
GO:0045920,negative regulation of exocytosis,cytosis-osome-vesicle
GO:0070459,prolactin secretion,glands
GO:0097350,neutrophil clearance,myeloid
GO:2000483,negative regulation of interleukin-8 secretion,immune
GO:0006222,UMP biosynthetic process,metabolic-biosynthesis
GO:1905184,positive regulation of protein serine/threonine phosphatase activity,protein-processing
GO:1905183,negative regulation of protein serine/threonine phosphatase activity,protein-processing
GO:0048219,inter-Golgi cisterna vesicle-mediated transport,transport
GO:0002876,positive regulation of chronic inflammatory response to antigenic stimulus,myeloid
GO:0018979,trichloroethylene metabolic process,metabolic-biosynthesis
GO:0071205,protein localization to juxtaparanode region of axon,protein-processing
GO:0120154,negative regulation of ERBB4 signaling pathway,signalling
GO:0045123,cellular extravasation,cellular-response
GO:0045994,positive regulation of translational initiation by iron,translation
GO:1905505,positive regulation of motile cilium assembly,migration
GO:0006288,"base-excision repair, DNA ligation",DNA-repair
GO:0006290,pyrimidine dimer repair,DNA-repair
GO:0071707,immunoglobulin heavy chain V-D-J recombination,immune
GO:0044210,'de novo' CTP biosynthetic process,metabolic-biosynthesis
GO:0019856,pyrimidine nucleobase biosynthetic process,metabolic-biosynthesis
GO:0045623,negative regulation of T-helper cell differentiation,lymphoid
GO:2000628,regulation of miRNA metabolic process,metabolic-biosynthesis
GO:0070572,positive regulation of neuron projection regeneration,neuron
GO:0090239,regulation of histone H4 acetylation,histone-chromatin
GO:2001253,regulation of histone H3-K36 trimethylation,histone-chromatin
GO:0015891,siderophore transport,transport
GO:0046294,formaldehyde catabolic process,catabolic
GO:0016073,snRNA metabolic process,metabolic-biosynthesis
GO:0040031,snRNA modification,ribosome
GO:0006114,glycerol biosynthetic process,metabolic-biosynthesis
GO:0043111,replication fork arrest,replication
GO:0035407,histone H3-T11 phosphorylation,histone-chromatin
GO:0002637,regulation of immunoglobulin production,immune
GO:0090527,actin filament reorganization,cytoskeleton
GO:0045687,positive regulation of glial cell differentiation,microglia
GO:1900037,regulation of cellular response to hypoxia,cellular-response
GO:0015770,sucrose transport,transport
GO:0021513,spinal cord dorsal/ventral patterning,spine
GO:0021775,smoothened signaling pathway involved in ventral spinal cord interneuron specification,spine
GO:0021776,smoothened signaling pathway involved in spinal cord motor neuron cell fate specification,muscle
GO:0002778,antibacterial peptide production,immune
GO:0009624,response to nematode,cellular-response
GO:0030222,eosinophil differentiation,myeloid
GO:0032616,interleukin-13 production,immune
GO:0032634,interleukin-5 production,immune
GO:0044380,protein localization to cytoskeleton,protein-processing
GO:0018119,peptidyl-cysteine S-nitrosylation,peptide
GO:0051409,response to nitrosative stress,cellular-response
GO:1990731,"UV-damage excision repair, DNA incision",DNA-repair
GO:0044827,modulation by host of viral genome replication,immune
GO:0010949,negative regulation of intestinal phytosterol absorption,gut
GO:0045796,negative regulation of intestinal cholesterol absorption,lipid
GO:0055092,sterol homeostasis,homeostasis
GO:0006583,melanin biosynthetic process from tyrosine,melanocyte
GO:0006726,eye pigment biosynthetic process,eye
GO:0018312,peptidyl-serine ADP-ribosylation,peptide
GO:0098908,regulation of neuronal action potential,neuron
GO:0044830,modulation by host of viral RNA genome replication,immune
GO:1901254,positive regulation of intracellular transport of viral material,immune
GO:1902373,negative regulation of mRNA catabolic process,rna-processing
GO:0006231,dTMP biosynthetic process,metabolic-biosynthesis
GO:0006226,dUMP biosynthetic process,metabolic-biosynthesis
GO:0042108,positive regulation of cytokine biosynthetic process,metabolic-biosynthesis
GO:0042700,luteinizing hormone signaling pathway,signalling
GO:0010694,positive regulation of alkaline phosphatase activity,growth-regulation
GO:1900134,negative regulation of renin secretion into blood stream,secretion
GO:0003105,negative regulation of glomerular filtration,kidney-ureter
GO:0007529,establishment of synaptic specificity at neuromuscular junction,muscle
GO:0097050,type B pancreatic cell apoptotic process,pancreas
GO:0010519,negative regulation of phospholipase activity,lipid
GO:0055090,acylglycerol homeostasis,homeostasis
GO:1901661,quinone metabolic process,metabolic-biosynthesis
GO:0006067,ethanol metabolic process,metabolic-biosynthesis
GO:0046164,alcohol catabolic process,catabolic
GO:0021884,forebrain neuron development,neuron
GO:0019626,short-chain fatty acid catabolic process,catabolic
GO:0010808,positive regulation of synaptic vesicle priming,synapse
GO:0097151,positive regulation of inhibitory postsynaptic potential,synapse
GO:0048133,male germ-line stem cell asymmetric division,reproduction
GO:0002803,positive regulation of antibacterial peptide production,immune
GO:0035279,mRNA cleavage involved in gene silencing by miRNA,rna-processing
GO:0090625,mRNA cleavage involved in gene silencing by siRNA,rna-processing
GO:1901339,regulation of store-operated calcium channel activity,calcium
GO:0001826,inner cell mass cell differentiation,blastocyst
GO:0060598,dichotomous subdivision of terminal units involved in mammary gland duct morphogenesis,glands
GO:0071034,CUT catabolic process,catabolic
GO:0071049,nuclear retention of pre-mRNA with aberrant 3'-ends at the site of transcription,rna-processing
GO:0045006,DNA deamination,DNA-repair
GO:0099642,retrograde axonal protein transport,protein-processing
GO:0032430,positive regulation of phospholipase A2 activity,immune
GO:2000298,regulation of Rho-dependent protein serine/threonine kinase activity,kinase
GO:0042219,cellular modified amino acid catabolic process,catabolic
GO:1904456,negative regulation of neuronal action potential,neuron
GO:0002460,adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,immune
GO:0009817,"defense response to fungus, incompatible interaction",immune
GO:0014008,positive regulation of microglia differentiation,microglia
GO:0031536,positive regulation of exit from mitosis,cell-cycle
GO:0032667,regulation of interleukin-23 production,immune
GO:0032943,mononuclear cell proliferation,immune
GO:0051280,negative regulation of release of sequestered calcium ion into cytosol,calcium
GO:0060751,branch elongation involved in mammary gland duct branching,glands
GO:0061035,regulation of cartilage development,osteo-bone
GO:1902074,response to salt,cellular-response
GO:1905313,transforming growth factor beta receptor signaling pathway involved in heart development,immune
GO:1990402,embryonic liver development,liver
GO:0021697,cerebellar cortex formation,brain
GO:0060502,epithelial cell proliferation involved in lung morphogenesis,lung
GO:1904970,brush border assembly,gut
GO:1904106,protein localization to microvillus,protein-processing
GO:0032414,positive regulation of ion transmembrane transporter activity,transport
